systematic_name	common_name	cds_length	gc_content	status
YJL042W	MHP1	4194	0.4411	Verified
YJL041W	NSP1	2469	0.4184	Verified
YJL039C	NUP192	5049	0.3599	Verified
YJL038C	LOH1	657	0.3744	Verified
YJL037W	IRC18	672	0.3958	Verified
YJL036W	SNX4	1269	0.3767	Verified
YJL035C	TAD2	750	0.4253	Verified
YJL034W	KAR2	2046	0.4066	Verified
YJL033W	HCA4	2310	0.3827	Verified
YJL032W	YJL032W	312	0.3301	Dubious
YJL031C	BET4	981	0.3517	Verified
YJL030W	MAD2	588	0.3929	Verified
YJL029C	VPS53	2466	0.3885	Verified
YJL028W	YJL028W	333	0.4805	Verified
YJL027C	YJL027C	414	0.5314	Uncharacterized
YJL026W	RNR2	1197	0.4277	Verified
YJL026C-A	YJL026C-A	219	0.4612	Verified
YJL025W	RRN7	1542	0.4099	Verified
YJL024C	APS3	582	0.3797	Verified
YJL023C	PET130	1041	0.3564	Verified
YJL022W	YJL022W	306	0.3627	Verified
YJL020C	BBC1	3471	0.4333	Verified
YJL020W-A	YJL020W-A	255	0.4667	Verified
YJL019W	MPS3	2046	0.3983	Verified
YJL016W	TPH3	1683	0.3838	Uncharacterized
YJL015C	YJL015C	282	0.344	Dubious
YJL014W	CCT3	1602	0.402	Verified
YJL013C	MAD3	1545	0.3748	Verified
YJL012C	VTC4	2163	0.3902	Verified
YJL011C	RPC17	483	0.3872	Verified
YJL010C	NOP9	1998	0.3669	Verified
YJL009W	YJL009W	324	0.3981	Verified
YJL008C	CCT8	1704	0.4079	Verified
YJL007C	YJL007C	312	0.3782	Uncharacterized
YJL006C	CTK2	969	0.355	Verified
YJL005W	CYR1	6078	0.3878	Verified
YJL004C	SYS1	609	0.3695	Verified
YJL003W	COX16	354	0.387	Verified
YJL002C	OST1	1428	0.3915	Verified
YJL001W	PRE3	645	0.4124	Verified
YJR001W	AVT1	1806	0.4181	Verified
YJR002W	MPP10	1779	0.3946	Verified
YJR003C	MRX12	1557	0.3462	Uncharacterized
YJR004C	SAG1	1950	0.3974	Verified
YJR005W	APL1	2100	0.3681	Verified
YJR005C-A	LSO1	279	0.4444	Verified
YJR006W	POL31	1461	0.3929	Verified
YJR007W	SUI2	912	0.3706	Verified
YJR008W	MHO1	1014	0.4053	Verified
YJR009C	TDH2	996	0.4709	Verified
YJR010W	MET3	1533	0.407	Verified
YJR010C-A	SPC1	282	0.3794	Verified
YJR011C	CAL4	783	0.3333	Verified
YJR012C	YJR012C	396	0.4116	Verified
YJR013W	GPI14	1209	0.3871	Verified
YJR014W	TMA22	594	0.4226	Verified
YJR015W	YJR015W	1530	0.4144	Uncharacterized
YJR016C	ILV3	1755	0.4473	Verified
YJR017C	ESS1	510	0.5196	Verified
YJR018W	YJR018W	360	0.4972	Dubious
YJR019C	TES1	1047	0.5014	Verified
YJR020W	YJR020W	330	0.4606	Dubious
YJR021C	REC107	942	0.4713	Verified
YJR022W	LSM8	327	0.3884	Verified
YJR023C	YJR023C	399	0.3183	Dubious
YJR024C	MDE1	732	0.4399	Verified
YJR025C	BNA1	531	0.4049	Verified
YJR026W	YJR026W	1320	0.4121	
YJR027W	YJR027W	5265	0.3844	
YJR028W	YJR028W	1320	0.4091	
YJR029W	YJR029W	5265	0.3844	
YJR030C	RBH2	2235	0.379	Uncharacterized
YJR031C	GEA1	4224	0.3636	Verified
YJR032W	CPR7	1179	0.3673	Verified
YJR033C	RAV1	4071	0.383	Verified
YJR034W	PET191	324	0.4475	Verified
YJR035W	RAD26	3255	0.388	Verified
YJR036C	HUL4	2676	0.3681	Verified
YJR037W	YJR037W	381	0.4226	Verified
YJR038C	YJR038C	360	0.4639	Dubious
YJR039W	MLO127	3363	0.372	Uncharacterized
YJR040W	GEF1	2337	0.3924	Verified
YJR041C	URB2	3522	0.3495	Verified
YJR042W	NUP85	2232	0.3777	Verified
YJR043C	POL32	1050	0.379	Verified
YJR044C	VPS55	420	0.3714	Verified
YJR045C	SSC1	1962	0.4348	Verified
YJR046W	TAH11	1812	0.4404	Verified
YJR047C	ANB1	471	0.4586	Verified
YJR048W	CYC1	327	0.4281	Verified
YJR049C	UTR1	1590	0.4107	Verified
YJR050W	ISY1	705	0.3929	Verified
YJR051W	OSM1	1503	0.3925	Verified
YJR052W	RAD7	1695	0.387	Verified
YJR053W	BFA1	1722	0.3763	Verified
YJR054W	KCH1	1491	0.3494	Verified
YJR055W	HIT1	492	0.3516	Verified
YJR056C	YJR056C	708	0.4054	Verified
YJR057W	CDC8	648	0.3812	Verified
YJR058C	APS2	441	0.4082	Verified
YJR059W	PTK2	2454	0.4177	Verified
YJR060W	CBF1	1053	0.4492	Verified
YJR061W	MNN14	2805	0.38	Uncharacterized
YJR062C	NTA1	1371	0.3793	Verified
YJR063W	RPA12	375	0.4133	Verified
YJR064W	CCT5	1686	0.4015	Verified
YJR065C	ARP3	1347	0.4217	Verified
YJR066W	TOR1	7410	0.3856	Verified
YJR067C	YAE1	423	0.3972	Verified
YJR068W	RFC2	1059	0.389	Verified
YJR069C	HAM1	591	0.4162	Verified
YJR070C	LIA1	975	0.4513	Verified
YJR071W	YJR071W	366	0.377	Dubious
YJR072C	NPA3	1155	0.4468	Verified
YJR073C	OPI3	618	0.4887	Verified
YJR074W	MOG1	654	0.4801	Verified
YJR075W	HOC1	1188	0.4057	Verified
YJR076C	CDC11	1245	0.3984	Verified
YJR077C	MIR1	933	0.4812	Verified
YJR078W	BNA2	1359	0.4525	Verified
YJR079W	YJR079W	327	0.3486	Uncharacterized
YJR080C	AIM24	1182	0.3892	Verified
YJR082C	EAF6	339	0.3953	Verified
YJR083C	ACF4	927	0.3873	Verified
YJR084W	YJR084W	1269	0.4082	Verified
YJR085C	TMH11	315	0.454	Verified
YJR086W	STE18	330	0.3515	Verified
YJR087W	YJR087W	348	0.3506	Verified
YJR088C	EMC2	876	0.3607	Verified
YJR089W	BIR1	2862	0.3616	Verified
YJR090C	GRR1	3453	0.3629	Verified
YJR091C	JSN1	3273	0.4054	Verified
YJR092W	BUD4	4341	0.393	Verified
YJR093C	FIP1	981	0.419	Verified
YJR094C	IME1	1080	0.3463	Verified
YJR094W-A	RPL43B	276	0.4239	Verified
YJR095W	SFC1	966	0.4141	Verified
YJR096W	YJR096W	846	0.4173	Verified
YJR097W	JJJ3	516	0.3624	Verified
YJR098C	YJR098C	1968	0.376	Uncharacterized
YJR099W	YUH1	708	0.3912	Verified
YJR100C	AIM25	981	0.3782	Verified
YJR101W	RSM26	798	0.3935	Verified
YJR102C	VPS25	606	0.3762	Verified
YJR103W	URA8	1734	0.4556	Verified
YJR104C	SOD1	462	0.5043	Verified
YJR105W	ADO1	1020	0.4745	Verified
YJR106W	ECM27	2175	0.3954	Verified
YJR107W	LIH1	984	0.3872	Uncharacterized
YJR107C-A	YJR107C-A	234	0.3846	Verified
YJR108W	ABM1	369	0.4065	Verified
YJR109C	CPA2	3354	0.39	Verified
YJR110W	YMR1	2064	0.3672	Verified
YJR111C	PXP2	849	0.4099	Verified
YJR112W	NNF1	603	0.4577	Verified
YJR112W-A	YJR112W-A	327	0.4801	Uncharacterized
YJR113C	RSM7	741	0.5223	Verified
YJR114W	YJR114W	390	0.5103	Verified
YJR115W	YJR115W	507	0.4536	Uncharacterized
YJR116W	TDA4	837	0.4827	Uncharacterized
YJR117W	STE24	1359	0.3922	Verified
YJR118C	ILM1	609	0.3333	Verified
YJR119C	JHD2	2184	0.3626	Verified
YJR120W	DMO1	348	0.4713	Verified
YJR121W	ATP2	1533	0.4299	Verified
YJR122W	IBA57	1491	0.3796	Verified
YJR123W	RPS5	675	0.4311	Verified
YJR124C	YJR124C	1344	0.3921	Uncharacterized
YJR125C	ENT3	1224	0.4093	Verified
YJR126C	VPS70	2433	0.4061	Verified
YJR127C	RSF2	4140	0.4101	Verified
YJR128W	YJR128W	357	0.493	Verified
YJR129C	EFM3	1017	0.4326	Verified
YJR130C	STR2	1917	0.3933	Verified
YJR131W	MNS1	1647	0.4056	Verified
YJR132W	NMD5	3144	0.3772	Verified
YJR133W	XPT1	627	0.4083	Verified
YJR134C	SGM1	2121	0.356	Verified
YJR135C	MCM22	717	0.3752	Verified
YJR135W-A	TIM8	261	0.3793	Verified
YJR136C	TTI2	1263	0.3793	Verified
YJR137C	MET5	4326	0.3877	Verified
YJR138W	IML1	4752	0.3641	Verified
YJR139C	HOM6	1077	0.402	Verified
YJR140C	HIR3	4944	0.3655	Verified
YJR140W-A	YJR140W-A	147	0.4218	Verified
YJR141W	IPA1	1041	0.3679	Verified
YJR142W	YJR142W	1026	0.3782	Verified
YJR143C	PMT4	2286	0.4024	Verified
YJR144W	MGM101	807	0.4325	Verified
YJR145C	RPS4A	783	0.4406	Verified
YJR146W	YJR146W	351	0.4843	Uncharacterized
YJR147W	HMS2	1074	0.4655	Verified
YJR148W	BAT2	1128	0.4441	Verified
YJR149W	YJR149W	1212	0.3787	Uncharacterized
YJR150C	DAN1	894	0.4642	Verified
YJR151C	DAN4	3483	0.4361	Verified
YJR151W-A	YJR151W-A	48	0.3542	Uncharacterized
YJR152W	DAL5	1629	0.391	Verified
YJR153W	PGU1	1083	0.4109	Verified
YJR154W	YJR154W	1038	0.4114	Uncharacterized
YJR155W	AAD10	864	0.4178	Verified
YJR156C	THI11	1020	0.4373	Verified
YJR157W	YJR157W	360	0.3194	Dubious
YJR158W	HXT16	1701	0.4203	Verified
YJR159W	SOR1	1071	0.4482	Verified
YJR160C	MPH3	1806	0.4059	Verified
YJR161C	COS5	1149	0.3856	Verified
YJR162C	YJR162C	348	0.3736	Dubious
YKL225W	YKL225W	345	0.3536	Dubious
YKL224C	PAU16	369	0.477	Verified
YKL223W	YKL223W	330	0.3939	Dubious
YKL222C	YKL222C	2115	0.3589	Verified
YKL221W	MCH2	1419	0.3939	Verified
YKL220C	FRE2	2133	0.3915	Verified
YKL219W	COS9	1221	0.3882	Verified
YKL218C	SRY1	978	0.4366	Verified
YKL217W	JEN1	1848	0.421	Verified
YKL216W	URA1	942	0.3875	Verified
YKL215C	OXP1	3858	0.4015	Verified
YKL214C	YRA2	609	0.4154	Verified
YKL213C	DOA1	2145	0.3977	Verified
YKL212W	SAC1	1869	0.4098	Verified
YKL211C	TRP3	1452	0.4332	Verified
YKL210W	UBA1	3072	0.4056	Verified
YKL209C	STE6	3870	0.378	Verified
YKL208W	CBT1	813	0.4244	Verified
YKL207W	EMC3	759	0.4374	Verified
YKL206C	ADD66	801	0.4107	Verified
YKL205W	LOS1	3300	0.3367	Verified
YKL204W	EAP1	1896	0.4088	Verified
YKL203C	TOR2	7422	0.3841	Verified
YKL202W	YKL202W	579	0.3644	Dubious
YKL201C	MNN4	3534	0.3823	Verified
YKL198C	PTK1	1986	0.5196	Verified
YKL197C	PEX1	3129	0.3937	Verified
YKL196C	YKT6	600	0.3917	Verified
YKL195W	MIA40	1209	0.4136	Verified
YKL194C	MST1	1386	0.3911	Verified
YKL193C	SDS22	1014	0.358	Verified
YKL192C	ACP1	375	0.4507	Verified
YKL191W	DPH2	1602	0.4576	Verified
YKL190W	CNB1	525	0.4114	Verified
YKL189W	HYM1	1197	0.3609	Verified
YKL188C	PXA2	2559	0.3677	Verified
YKL187C	FAT3	2250	0.4342	Verified
YKL186C	MTR2	552	0.4239	Verified
YKL185W	ASH1	1764	0.4025	Verified
YKL184W	SPE1	1398	0.3977	Verified
YKL183C-A	YKL183C-A	210	0.319	Uncharacterized
YKL183W	LOT5	918	0.4826	Verified
YKL182W	FAS1	6153	0.3996	Verified
YKL181W	PRS1	1281	0.4176	Verified
YKL180W	RPL17A	552	0.4384	Verified
YKL179C	COY1	2037	0.3687	Verified
YKL178C	STE3	1410	0.3794	Verified
YKL177W	YKL177W	336	0.378	Verified
YKL176C	LST4	2484	0.3941	Verified
YKL175W	ZRT3	1509	0.4228	Verified
YKL174C	TPO5	1854	0.3835	Verified
YKL173W	SNU114	3024	0.3819	Verified
YKL172W	EBP2	1281	0.3958	Verified
YKL171W	NNK1	2784	0.4062	Verified
YKL170W	MRPL38	414	0.4082	Verified
YKL169C	YKL169C	381	0.4173	Verified
YKL168C	KKQ8	2172	0.401	Verified
YKL167C	MRP49	411	0.365	Verified
YKL166C	TPK3	1194	0.397	Verified
YKL165C-A	YKL165C-A	231	0.3723	Dubious
YKL165C	MCD4	2757	0.3609	Verified
YKL164C	PIR1	1023	0.4575	Verified
YKL163W	PIR3	975	0.4605	Verified
YKL162C-A	YKL162C-A	150	0.4333	Dubious
YKL162C	YKL162C	1206	0.3632	Uncharacterized
YKL161C	KDX1	1299	0.3772	Verified
YKL160W	ELF1	435	0.4046	Verified
YKL159C	RCN1	633	0.387	Verified
YKL157W	APE2	2856	0.3936	Verified
YKL156W	RPS27A	246	0.4309	Verified
YKL156C-A	YKL156C-A	114	0.4123	Verified
YKL155C	RSM22	1884	0.3779	Verified
YKL154W	SRP102	732	0.3757	Verified
YKL153W	YKL153W	507	0.4458	Dubious
YKL152C	GPM1	741	0.448	Verified
YKL151C	NNR2	1011	0.4332	Verified
YKL150W	MCR1	906	0.415	Verified
YKL149C	DBR1	1215	0.3811	Verified
YKL148C	SDH1	1920	0.4583	Verified
YKL147C	YKL147C	615	0.4537	Verified
YKL146W	AVT3	2076	0.4533	Verified
YKL145W	RPT1	1401	0.4154	Verified
YKL145W-A	YKL145W-A	90	0.4556	Verified
YKL144C	RPC25	636	0.3868	Verified
YKL143W	LTV1	1389	0.3895	Verified
YKL142W	MRP8	657	0.3896	Verified
YKL141W	SDH3	594	0.4192	Verified
YKL140W	TGL1	1644	0.3747	Verified
YKL139W	CTK1	1584	0.3624	Verified
YKL138C-A	HSK3	207	0.3768	Verified
YKL138C	MRPL31	393	0.3791	Verified
YKL137W	CMC1	333	0.3664	Verified
YKL136W	YKL136W	396	0.3662	Verified
YKL135C	APL2	2178	0.3701	Verified
YKL134C	OCT1	2316	0.3744	Verified
YKL133C	RCI50	1389	0.3643	Uncharacterized
YKL132C	RMA1	1290	0.4008	Verified
YKL131W	YKL131W	519	0.3873	Dubious
YKL130C	SHE2	738	0.378	Verified
YKL129C	MYO3	3816	0.3918	Verified
YKL128C	PMU1	885	0.4373	Verified
YKL127W	PGM1	1710	0.4099	Verified
YKL126W	YPK1	2040	0.3814	Verified
YKL125W	RRN3	1881	0.3791	Verified
YKL124W	SSH4	1737	0.3874	Verified
YKL123W	YKL123W	378	0.3307	Verified
YKL122C	SRP21	501	0.3633	Verified
YKL121W	DGR2	2556	0.3815	Uncharacterized
YKL120W	OAC1	972	0.392	Verified
YKL119C	VPH2	645	0.3643	Verified
YKL118W	YKL118W	309	0.3269	Verified
YKL117W	SBA1	648	0.409	Verified
YKL116C	PRR1	1554	0.3964	Verified
YKL115C	YKL115C	390	0.359	Verified
YKL114C	APN1	1101	0.386	Verified
YKL113C	RAD27	1146	0.4014	Verified
YKL112W	ABF1	2193	0.3963	Verified
YKL111C	YKL111C	333	0.3994	Verified
YKL110C	KTI12	939	0.3983	Verified
YKL109W	HAP4	1662	0.3821	Verified
YKL108W	SLD2	1359	0.4047	Verified
YKL107W	YKL107W	927	0.4218	Verified
YKL106C-A	YKL106C-A	117	0.4444	Uncharacterized
YKL106W	AAT1	1353	0.3865	Verified
YKL105C	SEG2	3396	0.4078	Verified
YKL104C	GFA1	2151	0.3891	Verified
YKL104W-A	YKL104W-A	252	0.4246	Verified
YKL103C	APE1	1542	0.4397	Verified
YKL102C	YKL102C	303	0.4257	Uncharacterized
YKL101W	HSL1	4554	0.3852	Verified
YKL100C	YPF1	1761	0.368	Verified
YKL100W-A	YKL100W-A	87	0.4253	Dubious
YKL099C	UTP11	750	0.3907	Verified
YKL098W	MTC2	1071	0.4398	Verified
YKL097C	YKL097C	408	0.527	Uncharacterized
YKL096C-B	YKL096C-B	147	0.2585	Uncharacterized
YKL096W-A	CWP2	276	0.5109	Verified
YKL096W	CWP1	717	0.4616	Verified
YKL095W	YJU2	834	0.4017	Verified
YKL094W	YJU3	939	0.4271	Verified
YKL093W	MBR1	1017	0.4238	Verified
YKL092C	BUD2	3312	0.3448	Verified
YKL091C	YKL091C	930	0.3914	Verified
YKL090W	CUE2	1329	0.3732	Verified
YKL089W	MIF2	1647	0.388	Verified
YKL088W	CAB3	1713	0.4098	Verified
YKL087C	CYT2	672	0.442	Verified
YKL086W	SRX1	381	0.5958	Verified
YKL085W	MDH1	1002	0.4531	Verified
YKL084W	HOT13	348	0.4138	Verified
YKL083W	YKL083W	612	0.3464	Verified
YKL082C	RRP14	1302	0.3817	Verified
YKL081W	TEF4	1236	0.4264	Verified
YKL080W	VMA5	1176	0.3852	Verified
YKL079W	SMY1	1968	0.372	Verified
YKL078W	DHR2	2205	0.3946	Verified
YKL077W	PSG1	1176	0.3759	Verified
YKL076C	PSY1	381	0.3911	Uncharacterized
YKL075C	AAN1	1350	0.3785	Verified
YKL074C	MUD2	1581	0.3903	Verified
YKL073W	LHS1	2643	0.3757	Verified
YKL072W	STB6	2298	0.3673	Verified
YKL071W	OSI1	768	0.3932	Verified
YKL070W	YKL070W	507	0.4122	Uncharacterized
YKL069W	YKL069W	540	0.4037	Verified
YKL068W-A	YKL068W-A	234	0.3761	Uncharacterized
YKL068W	NUP100	2877	0.407	Verified
YKL067W	YNK1	459	0.3965	Verified
YKL066W	YKL066W	441	0.3878	Verified
YKL065W-A	DPC7	219	0.3105	Verified
YKL065C	YET1	618	0.3819	Verified
YKL064W	MNR2	2907	0.3953	Verified
YKL063C	YKL063C	501	0.3593	Uncharacterized
YKL062W	MSN4	1890	0.3942	Verified
YKL061W	BLI1	339	0.3481	Verified
YKL060C	FBA1	1077	0.4531	Verified
YKL059C	MPE1	1323	0.4263	Verified
YKL058W	TOA2	366	0.4153	Verified
YKL057C	NUP120	3111	0.3414	Verified
YKL056C	TMA19	501	0.4331	Verified
YKL055C	OAR1	834	0.4185	Verified
YKL054C	DEF1	2214	0.4088	Verified
YKL053C-A	MDM35	258	0.4264	Verified
YKL053W	YKL053W	372	0.4462	Verified
YKL052C	ASK1	876	0.4635	Verified
YKL051W	SFK1	1059	0.4259	Verified
YKL050C	LPX2	2766	0.4118	Verified
YKL049C	CSE4	687	0.3974	Verified
YKL048C	ELM1	1920	0.3823	Verified
YKL047W	ANR2	1548	0.3676	Verified
YKL046C	DCW1	1347	0.4276	Verified
YKL045W	PRI2	1584	0.3883	Verified
YKL044W	MMO1	318	0.3931	Verified
YKL043W	PHD1	1098	0.4454	Verified
YKL042W	SPC42	1089	0.3884	Verified
YKL041W	VPS24	672	0.3929	Verified
YKL040C	NFU1	768	0.3763	Verified
YKL039W	PTM1	1569	0.3888	Verified
YKL038W	RGT1	3510	0.4236	Verified
YKL037W	AIM26	354	0.5028	Verified
YKL036C	YKL036C	390	0.4359	Uncharacterized
YKL035W	UGP1	1497	0.4148	Verified
YKL034W	TUL1	2274	0.3874	Verified
YKL033W-A	YKL033W-A	708	0.4054	Verified
YKL033W	TTI1	3114	0.3584	Verified
YKL032C	IXR1	1791	0.4511	Verified
YKL031W	YKL031W	411	0.4647	Dubious
YKL030W	YKL030W	603	0.4146	Verified
YKL029C	MAE1	2007	0.4723	Verified
YKL028W	TFA1	1446	0.3976	Verified
YKL027W	TCD2	1341	0.4094	Verified
YKL026C	GPX1	501	0.3772	Verified
YKL025C	PAN3	2037	0.3672	Verified
YKL024C	URA6	612	0.4575	Verified
YKL023C-A	MIN9	225	0.3867	Verified
YKL023W	SKA1	831	0.4103	Verified
YKL022C	CDC16	2520	0.3873	Verified
YKL021C	MAK11	1404	0.3711	Verified
YKL020C	SPT23	3246	0.3953	Verified
YKL019W	RAM2	948	0.4546	Verified
YKL018C-A	MCO12	297	0.4444	Uncharacterized
YKL018W	SWD2	987	0.3931	Verified
YKL017C	HCS1	2049	0.3714	Verified
YKL016C	ATP7	522	0.4004	Verified
YKL015W	PUT3	2937	0.3575	Verified
YKL014C	URB1	5292	0.346	Verified
YKL013C	ARC19	513	0.3918	Verified
YKL012W	PRP40	1749	0.3848	Verified
YKL011C	CCE1	1059	0.3494	Verified
YKL010C	UFD4	4449	0.3758	Verified
YKL009W	MRT4	708	0.3856	Verified
YKL008C	LAC1	1254	0.3708	Verified
YKL007W	CAP1	804	0.3843	Verified
YKL006C-A	SFT1	291	0.3711	Verified
YKL006W	RPL14A	414	0.4493	Verified
YKL005C	BYE1	1782	0.39	Verified
YKL004W	AUR1	1203	0.4081	Verified
YKL003C	MRP17	393	0.3842	Verified
YKL002W	DID4	696	0.4138	Verified
YKL001C	MET14	606	0.3977	Verified
YKR001C	VPS1	2112	0.3835	Verified
YKR002W	PAP1	1704	0.3908	Verified
YKR003W	OSH6	1344	0.381	Verified
YKR004C	ECM9	1131	0.3271	Verified
YKR005C	YKR005C	1575	0.3956	Uncharacterized
YKR006C	MRPL13	792	0.3977	Verified
YKR007W	MEH1	552	0.4565	Verified
YKR008W	RSC4	1875	0.3472	Verified
YKR009C	FOX2	2700	0.41	Verified
YKR010C	TOF2	2313	0.3692	Verified
YKR011C	FPT1	1059	0.3579	Verified
YKR012C	YKR012C	375	0.4027	Verified
YKR013W	PRY2	987	0.4782	Verified
YKR014C	YPT52	702	0.3803	Verified
YKR015C	YKR015C	1704	0.3656	Uncharacterized
YKR016W	MIC60	1620	0.3753	Verified
YKR017C	HEL1	1653	0.3708	Verified
YKR018C	YKR018C	2175	0.4041	Verified
YKR019C	IRS4	1845	0.4309	Verified
YKR020W	VPS51	492	0.3963	Verified
YKR021W	ALY1	2745	0.3938	Verified
YKR022C	NTR2	966	0.3799	Verified
YKR023W	RQT4	1590	0.3774	Verified
YKR024C	DBP7	2226	0.3962	Verified
YKR025W	RPC37	846	0.4303	Verified
YKR026C	GCN3	915	0.3989	Verified
YKR027W	BCH2	2295	0.3743	Verified
YKR028W	SAP190	3099	0.3824	Verified
YKR029C	SET3	2253	0.364	Verified
YKR030W	GMH1	819	0.348	Verified
YKR031C	SPO14	5049	0.3729	Verified
YKR032W	YKR032W	312	0.3974	Uncharacterized
YKR033C	YKR033C	423	0.4397	Verified
YKR034W	DAL80	807	0.4362	Verified
YKR035C	OPI8	639	0.4069	Verified
YKR035W-A	DID2	612	0.4085	Verified
YKR036C	CAF4	1929	0.3976	Verified
YKR037C	SPC34	885	0.4034	Verified
YKR038C	KAE1	1158	0.4421	Verified
YKR039W	GAP1	1806	0.4291	Verified
YKR040C	YKR040C	501	0.4092	Uncharacterized
YKR041W	YKR041W	750	0.48	Verified
YKR042W	UTH1	1095	0.505	Verified
YKR043C	SHB17	813	0.4723	Verified
YKR044W	UIP5	1329	0.4244	Verified
YKR045C	YKR045C	549	0.4791	Uncharacterized
YKR046C	PLN1	849	0.4817	Verified
YKR047W	YKR047W	303	0.4389	Verified
YKR048C	NAP1	1251	0.5116	Verified
YKR049C	FMP46	399	0.5088	Verified
YKR050W	TRK2	2667	0.4514	Verified
YKR051W	HFL1	1254	0.3748	Verified
YKR052C	MRS4	912	0.4232	Verified
YKR053C	YSR3	1212	0.4274	Verified
YKR054C	DYN1	12276	0.3686	Verified
YKR055W	RHO4	873	0.4055	Verified
YKR056W	TRM2	1917	0.3829	Verified
YKR057W	RPS21A	261	0.4368	Verified
YKR058W	GLG1	1848	0.3869	Verified
YKR059W	TIF1	1185	0.4051	Verified
YKR060W	UTP30	822	0.3674	Verified
YKR061W	KTR2	1275	0.3851	Verified
YKR062W	TFA2	984	0.4004	Verified
YKR063C	LAS1	1506	0.3758	Verified
YKR064W	OAF3	2589	0.3503	Verified
YKR065C	PAM17	591	0.4146	Verified
YKR066C	CCP1	1083	0.482	Verified
YKR067W	GPT2	2229	0.4033	Verified
YKR068C	BET3	579	0.3869	Verified
YKR069W	MET1	1779	0.412	Verified
YKR070W	YKR070W	1056	0.4053	Uncharacterized
YKR071C	DRE2	1044	0.3764	Verified
YKR072C	SIS2	1686	0.4359	Verified
YKR073C	YKR073C	318	0.4025	Uncharacterized
YKR074W	AIM29	465	0.3656	Verified
YKR075C	YKR075C	921	0.4017	Uncharacterized
YKR075W-A	YKR075W-A	267	0.3895	Uncharacterized
YKR076W	ECM4	1110	0.4162	Verified
YKR077W	MSA2	1089	0.4077	Verified
YKR078W	VPS501	1755	0.3561	Verified
YKR079C	TRZ1	2514	0.3628	Verified
YKR080W	MTD1	960	0.3969	Verified
YKR081C	RPF2	1032	0.3818	Verified
YKR082W	NUP133	3471	0.3538	Verified
YKR083C	DAD2	399	0.3634	Verified
YKR084C	HBS1	1833	0.3961	Verified
YKR085C	MRPL20	585	0.4462	Verified
YKR086W	PRP16	3213	0.3831	Verified
YKR087C	OMA1	1035	0.3836	Verified
YKR088C	TVP38	1011	0.3729	Verified
YKR089C	TGL4	2730	0.3982	Verified
YKR090W	PXL1	2118	0.415	Verified
YKR091W	SRL3	738	0.439	Verified
YKR092C	SRP40	1218	0.4499	Verified
YKR093W	PTR2	1803	0.4138	Verified
YKR094C	RPL40B	384	0.4036	Verified
YKR095W	MLP1	5625	0.3488	Verified
YKR095W-A	PCC1	264	0.4356	Verified
YKR096W	ESL2	3585	0.3743	Verified
YKR097W	PCK1	1647	0.4153	Verified
YKR098C	UBP11	2151	0.3617	Verified
YKR099W	BAS1	2433	0.3995	Verified
YKR100C	SKG1	1065	0.3953	Verified
YKR101W	SIR1	1962	0.3685	Verified
YKR102W	FLO10	3507	0.4405	Verified
YKR103W	NFT1	3654	0.3686	Verified
YKR104W	YKR104W	918	0.3649	Verified
YKR105C	VBA5	1746	0.4021	Verified
YKR106W	GEX2	1845	0.4027	Verified
YLL067C	YLL067C	3615	0.4639	Uncharacterized
YLL067W-A	YLL067W-A	480	0.4583	Dubious
YLL066W-B	YLL066W-B	168	0.5119	Uncharacterized
YLL066C	YLL066C	3615	0.4636	Uncharacterized
YLL066W-A	YLL066W-A	480	0.4583	Uncharacterized
YLL065W	YLL065W	348	0.3707	Dubious
YLL064C	PAU18	360	0.4944	Verified
YLL063C	AYT1	1422	0.4198	Verified
YLL062C	MHT1	972	0.4043	Verified
YLL061W	MMP1	1749	0.4282	Verified
YLL060C	GTT2	699	0.4635	Verified
YLL059C	YLL059C	504	0.4028	Dubious
YLL058W	HSU1	1725	0.4209	Verified
YLL057C	JLP1	1236	0.4199	Verified
YLL056C	YLL056C	894	0.4295	Verified
YLL055W	YCT1	1593	0.3873	Verified
YLL054C	YLL054C	2529	0.3551	Uncharacterized
YLL053C	YLL053C	456	0.4605	Uncharacterized
YLL052C	AQY2	447	0.4676	Verified
YLL051C	FRE6	2136	0.3951	Verified
YLL050C	COF1	429	0.4009	Verified
YLL049W	LDB18	537	0.378	Verified
YLL048C	YBT1	4983	0.3711	Verified
YLL047W	YLL047W	381	0.3491	Verified
YLL046C	RNP1	747	0.3347	Verified
YLL045C	RPL8B	768	0.4531	Verified
YLL044W	YLL044W	444	0.4392	Dubious
YLL043W	FPS1	2007	0.4225	Verified
YLL042C	ATG10	501	0.3772	Verified
YLL041C	SDH2	798	0.4223	Verified
YLL040C	VPS13	9432	0.3756	Verified
YLL039C	UBI4	1143	0.4147	Verified
YLL038C	ENT4	741	0.4656	Verified
YLL037W	YLL037W	378	0.3624	Dubious
YLL036C	PRP19	1509	0.4076	Verified
YLL035W	GRC3	1896	0.3903	Verified
YLL034C	RIX7	2511	0.3907	Verified
YLL033W	IRC19	690	0.3594	Verified
YLL032C	YLL032C	2475	0.3455	Verified
YLL031C	GPI13	3051	0.374	Verified
YLL030C	RRT7	339	0.351	Uncharacterized
YLL029W	FRA1	2247	0.4272	Verified
YLL028W	TPO1	1758	0.4482	Verified
YLL027W	ISA1	750	0.4573	Verified
YLL026W	HSP104	2724	0.4016	Verified
YLL025W	PAU17	372	0.4785	Verified
YLL024C	SSA2	1917	0.4366	Verified
