systematic_name	common_name	ensembl_transcript	refseq_transcript	entrez_id	cds_length	gc_content
ENSG00000164180	TMEM161B	ENST00000296595.11	NM_153354.5	153396	1461	0.3908
ENSG00000116745	RPE65	ENST00000262340.6	NM_000329.3	6121	1599	0.4359
ENSG00000121406	ZNF549	ENST00000376233.8	NM_001199295.2	256051	1920	0.449
ENSG00000261210	CLEC19A	ENST00000636231.2	NM_001256720.2	728276	558	0.5502
ENSG00000130208	APOC1	ENST00000592535.6	NM_001645.5	341	249	0.5382
ENSG00000116147	TNR	ENST00000367674.7	NM_003285.3	7143	4074	0.5584
ENSG00000152219	ARL14EP	ENST00000282032.4	NM_152316.3	120534	780	0.3962
ENSG00000183943	PRKX	ENST00000262848.6	NM_005044.5	5613	1074	0.5717
ENSG00000175868	CALCB	ENST00000324229.11	NM_000728.4	797	381	0.6194
ENSG00000099330	OCEL1	ENST00000215061.9	NM_024578.3	79629	792	0.6465
ENSG00000198626	RYR2	ENST00000366574.7	NM_001035.3	6262	14901	0.4623
ENSG00000154102	C16orf74	ENST00000284245.9	NM_206967.3	404550	228	0.6053
ENSG00000110107	PRPF19	ENST00000227524.9	NM_014502.5	27339	1512	0.5489
ENSG00000068366	ACSL4	ENST00000672401.1	NM_001318510.2	2182	2010	0.4194
ENSG00000214435	AS3MT	ENST00000369880.8	NM_020682.4	57412	1125	0.448
ENSG00000167522	ANKRD11	ENST00000301030.10	NM_013275.6	29123	7989	0.5774
ENSG00000151552	QDPR	ENST00000281243.10	NM_000320.3	5860	732	0.5765
ENSG00000099795	NDUFB7	ENST00000215565.3	NM_004146.6	4713	411	0.6594
ENSG00000163807	KIAA1143	ENST00000296121.6	NM_020696.4	57456	462	0.4459
ENSG00000165816	VWA2	ENST00000392982.8	NM_001272046.2	340706	2265	0.6102
ENSG00000168394	TAP1	ENST00000354258.5	NM_000593.6	6890	2244	0.5887
ENSG00000105447	GRWD1	ENST00000253237.10	NM_031485.4	83743	1338	0.6435
ENSG00000041802	LSG1	ENST00000265245.10	NM_018385.3	55341	1974	0.4762
ENSG00000113273	ARSB	ENST00000264914.10	NM_000046.5	411	1599	0.546
ENSG00000165526	RPUSD4	ENST00000298317.9	NM_032795.3	84881	1131	0.5623
ENSG00000060982	BCAT1	ENST00000261192.12	NM_005504.7	586	1158	0.4594
ENSG00000078403	MLLT10	ENST00000307729.12	NM_001195626.3	8028	3204	0.4541
ENSG00000181381	DDX60L	ENST00000682922.1	NM_001012967.3	91351	5118	0.3904
ENSG00000170234	PWWP2A	ENST00000307063.9	NM_001130864.2	114825	2265	0.517
ENSG00000105677	TMEM147	ENST00000222284.10	NM_032635.4	10430	672	0.5506
ENSG00000197345	MRPL21	ENST00000362034.7	NM_181514.2	219927	615	0.5171
ENSG00000086589	RBM22	ENST00000199814.9	NM_018047.3	55696	1260	0.5
ENSG00000163377	TAFA4	ENST00000295569.12	NM_182522.5	151647	420	0.5238
ENSG00000119812	FAM98A	ENST00000238823.13	NM_015475.5	25940	1554	0.5
ENSG00000114353	GNAI2	ENST00000313601.11	NM_002070.4	2771	1065	0.5624
ENSG00000150667	FSIP1	ENST00000350221.4	NM_152597.5	161835	1743	0.3936
ENSG00000124920	MYRF	ENST00000278836.10	NM_001127392.3	745	3453	0.6328
ENSG00000217128	FNIP1	ENST00000510461.6	NM_133372.3	96459	3498	0.4282
ENSG00000112578	BYSL	ENST00000230340.9	NM_004053.4	705	1311	0.5858
ENSG00000069974	RAB27A	ENST00000336787.6	NM_183235.3	5873	663	0.4525
ENSG00000105371	ICAM4	ENST00000380770.5	NM_001544.5	3386	813	0.6359
ENSG00000257446	ZNF878	ENST00000547628.2	NM_001080404.3	729747	1593	0.4162
ENSG00000186026	ZNF284	ENST00000421176.4	NM_001037813.4	342909	1779	0.4278
ENSG00000055211	GINM1	ENST00000367419.10	NM_138785.5	116254	990	0.4303
ENSG00000228716	DHFR	ENST00000439211.7	NM_000791.4	1719	561	0.4189
ENSG00000138821	SLC39A8	ENST00000356736.5	NM_001135146.2	64116	1380	0.4667
ENSG00000127445	PIN1	ENST00000247970.9	NM_006221.4	5300	489	0.6319
ENSG00000008018	PSMB1	ENST00000262193.7	NM_002793.4	5689	723	0.4772
ENSG00000124767	GLO1	ENST00000373365.5	NM_006708.3	2739	552	0.4438
ENSG00000183454	GRIN2A	ENST00000330684.4	NM_001134407.3	2903	4392	0.523
ENSG00000126259	KIRREL2	ENST00000360202.10	NM_199180.4	84063	2124	0.6412
ENSG00000048162	NOP16	ENST00000614830.5	NM_016391.8	51491	534	0.5337
ENSG00000127334	DYRK2	ENST00000344096.4	NM_006482.3	8445	1803	0.5424
ENSG00000196814	MVB12B	ENST00000361171.8	NM_033446.3	89853	957	0.5371
ENSG00000163666	HESX1	ENST00000295934.8	NM_003865.3	8820	555	0.4234
ENSG00000137404	NRM	ENST00000376421.7	NM_001384369.1	11270	786	0.6158
ENSG00000162753	SLC9C2	ENST00000367714.4	NM_178527.4	284525	3372	0.3455
ENSG00000206557	TRIM71	ENST00000383763.6	NM_001039111.3	131405	2604	0.6417
ENSG00000111206	FOXM1	ENST00000359843.8	NM_021953.4	2305	2289	0.5557
ENSG00000114902	SPCS1	ENST00000619898.5	NM_014041.5	28972	306	0.451
ENSG00000188770	OPTC	ENST00000367222.7	NM_014359.4	26254	996	0.5693
ENSG00000064655	EYA2	ENST00000327619.10	NM_005244.5	2139	1614	0.5558
ENSG00000214160	ALG3	ENST00000397676.8	NM_005787.6	10195	1314	0.5928
ENSG00000123240	OPTN	ENST00000378747.8	NM_001008212.2	10133	1731	0.4731
ENSG00000120156	TEK	ENST00000380036.10	NM_000459.5	7010	3372	0.4781
ENSG00000198818	SFT2D1	ENST00000361731.4	NM_145169.3	113402	477	0.4633
ENSG00000198841	KTI12	ENST00000371614.2	NM_138417.3	112970	1062	0.6234
ENSG00000131503	ANKHD1	ENST00000360839.7	NM_017747.3	54882	7626	0.4616
ENSG00000162877	PM20D1	ENST00000367136.5	NM_152491.5	148811	1506	0.5166
ENSG00000184492	FOXD4L1	ENST00000306507.7	NM_012184.5	200350	1224	0.6708
ENSG00000130826	DKC1	ENST00000369550.10	NM_001363.5	1736	1542	0.4799
ENSG00000127418	FGFRL1	ENST00000510644.6	NM_001004356.3	53834	1512	0.6759
ENSG00000204308	RNF5	ENST00000375094.4	NM_006913.4	6048	540	0.5778
ENSG00000140265	ZSCAN29	ENST00000684362.1	NM_001372080.1	146050	2556	0.5055
ENSG00000076201	PTPN23	ENST00000265562.5	NM_015466.4	25930	4908	0.6239
ENSG00000164458	TBXT	ENST00000366876.7	NM_001366285.2	6862	1308	0.604
ENSG00000140367	UBE2Q2	ENST00000267938.9	NM_173469.4	92912	1125	0.4347
ENSG00000149554	CHEK1	ENST00000438015.7	NM_001114122.3	1111	1428	0.4181
ENSG00000164066	INTU	ENST00000335251.11	NM_015693.4	27152	2826	0.4278
ENSG00000198960	ARMCX6	ENST00000361910.9	NM_019007.4	54470	900	0.5022
ENSG00000196337	CGB7	ENST00000684222.1	NM_001385261.1	94027	495	0.6646
ENSG00000159885	ZNF222	ENST00000391960.4	NM_001129996.2	7673	1473	0.427
ENSG00000124535	WRNIP1	ENST00000380773.9	NM_020135.3	56897	1995	0.616
ENSG00000154545	MAGED4	ENST00000471932.6	NM_001272063.2	728239	2223	0.5987
ENSG00000104979	C19orf53	ENST00000588234.6	NM_014047.3	28974	297	0.5825
ENSG00000197594	ENPP1	ENST00000647893.1	NM_006208.3	5167	2775	0.4418
ENSG00000105662	CRTC1	ENST00000321949.13	NM_015321.3	23373	1902	0.6551
ENSG00000143315	PIGM	ENST00000368090.5	NM_145167.3	93183	1269	0.498
ENSG00000132681	ATP1A4	ENST00000368081.9	NM_144699.4	480	3087	0.5222
ENSG00000133169	BEX1	ENST00000372728.4	NM_018476.4	55859	375	0.496
ENSG00000124228	DDX27	ENST00000618172.5	NM_017895.8	55661	2295	0.5316
ENSG00000110851	PRDM4	ENST00000228437.10	NM_012406.4	11108	2403	0.4815
ENSG00000186792	HYAL3	ENST00000336307.6	NM_003549.4	8372	1251	0.6235
ENSG00000147003	CLTRN	ENST00000380342.4	NM_020665.6	57393	666	0.4264
ENSG00000197021	EOLA2	ENST00000370406.8	NM_001013845.2	541578	474	0.5359
ENSG00000243477	NAA80	ENST00000443094.3	NM_001200016.2	24142	858	0.6282
ENSG00000188295	ZNF669	ENST00000448299.7	NM_001142572.2	79862	1134	0.4136
ENSG00000165671	NSD1	ENST00000439151.7	NM_022455.5	64324	8088	0.4726
ENSG00000227124	ZNF717	ENST00000652011.2	NM_001290208.3	100131827	2742	0.4132
ENSG00000163631	ALB	ENST00000295897.9	NM_000477.7	213	1827	0.4302
ENSG00000112658	SRF	ENST00000265354.6	NM_003131.4	6722	1524	0.6516
ENSG00000112367	FIG4	ENST00000230124.8	NM_014845.6	9896	2721	0.4337
ENSG00000206559	ZCWPW2	ENST00000383768.7	NM_001040432.4	152098	1068	0.3699
ENSG00000184752	NDUFA12	ENST00000327772.7	NM_018838.5	55967	435	0.4529
ENSG00000145681	HAPLN1	ENST00000274341.9	NM_001884.4	1404	1062	0.4878
ENSG00000177192	PUS1	ENST00000376649.8	NM_025215.6	80324	1281	0.6261
ENSG00000172020	GAP43	ENST00000305124.11	NM_002045.4	2596	714	0.5406
ENSG00000164265	SCGB3A2	ENST00000296694.5	NM_054023.5	117156	279	0.4767
ENSG00000160124	MIX23	ENST00000291458.9	NM_001017928.4	131076	432	0.4236
ENSG00000176444	CLK2	ENST00000368361.9	NM_001294338.2	1196	1497	0.5337
ENSG00000162298	SYVN1	ENST00000377190.8	NM_172230.3	84447	1851	0.6051
ENSG00000104973	MED25	ENST00000312865.10	NM_030973.4	81857	2241	0.6568
ENSG00000196981	WDR5B	ENST00000330689.6	NM_019069.4	54554	990	0.4091
ENSG00000084463	WBP11	ENST00000261167.7	NM_016312.3	51729	1923	0.5029
ENSG00000184840	TMED9	ENST00000332598.7	NM_017510.6	54732	705	0.583
ENSG00000075914	EXOSC7	ENST00000265564.8	NM_015004.4	23016	873	0.5246
ENSG00000137842	TMEM62	ENST00000260403.7	NM_024956.4	80021	1929	0.4536
ENSG00000113732	ATP6V0E1	ENST00000519374.6	NM_003945.4	8992	243	0.4897
ENSG00000196998	WDR45	ENST00000376372.9	NM_001029896.2	11152	1080	0.5574
ENSG00000153037	SRP19	ENST00000505459.6	NM_003135.3	6728	432	0.4352
ENSG00000060762	MPC1	ENST00000360961.11	NM_016098.4	51660	327	0.5168
ENSG00000136918	WDR38	ENST00000373574.2	NM_001045476.3	401551	942	0.6125
ENSG00000135333	EPHA7	ENST00000369303.9	NM_004440.4	2045	2994	0.4429
ENSG00000110987	BCL7A	ENST00000261822.5	NM_001024808.3	605	630	0.5476
ENSG00000136942	RPL35	ENST00000348462.6	NM_007209.4	11224	369	0.5718
ENSG00000113638	TTC33	ENST00000337702.5	NM_012382.3	23548	786	0.4377
ENSG00000089177	KIF16B	ENST00000354981.7	NM_024704.5	55614	3951	0.4644
ENSG00000135446	CDK4	ENST00000257904.11	NM_000075.4	1019	909	0.5413
ENSG00000114346	ECT2	ENST00000392692.8	NM_001258315.2	1894	2742	0.3848
ENSG00000196743	GM2A	ENST00000357164.4	NM_000405.5	2760	579	0.5613
ENSG00000092607	TBX15	ENST00000369429.5	NM_001330677.2	6913	1806	0.5249
ENSG00000165152	PGAP4	ENST00000374848.8	NM_032342.3	84302	1209	0.5658
ENSG00000140525	FANCI	ENST00000310775.12	NM_001113378.2	55215	3984	0.434
ENSG00000129625	REEP5	ENST00000379638.9	NM_005669.5	7905	567	0.5097
ENSG00000165140	FBP1	ENST00000375326.9	NM_000507.4	2203	1014	0.5434
ENSG00000143178	TBX19	ENST00000367821.8	NM_005149.3	9095	1344	0.5528
ENSG00000215910	C1orf167	ENST00000688073.1	NM_001010881.2	284498	4347	0.6531
ENSG00000124782	RREB1	ENST00000379938.7	NM_001003699.4	6239	5226	0.6246
ENSG00000132570	PCBD2	ENST00000254908.11	NM_032151.5	84105	390	0.5051
ENSG00000167550	RHEBL1	ENST00000301068.11	NM_144593.3	121268	549	0.5027
ENSG00000113657	DPYSL3	ENST00000343218.10	NM_001197294.2	1809	2052	0.5677
ENSG00000100979	PLTP	ENST00000372431.8	NM_006227.4	5360	1479	0.5991
ENSG00000181656	GPR88	ENST00000315033.5	NM_022049.3	54112	1152	0.7326
ENSG00000180667	YOD1	ENST00000315927.9	NM_018566.4	55432	1044	0.5144
ENSG00000136875	PRPF4	ENST00000374198.5	NM_001244926.2	9128	1563	0.4939
ENSG00000205323	SARNP	ENST00000336133.8	NM_033082.4	84324	630	0.446
ENSG00000156467	UQCRB	ENST00000287022.10	NM_006294.5	7381	333	0.4144
ENSG00000149792	MRPL49	ENST00000279242.7	NM_004927.4	740	498	0.5763
ENSG00000104814	MAP4K1	ENST00000396857.7	NM_001042600.3	11184	2463	0.5899
ENSG00000113083	LOX	ENST00000231004.5	NM_002317.7	4015	1251	0.5875
ENSG00000064199	SPA17	ENST00000227135.7	NM_017425.4	53340	453	0.4393
ENSG00000104368	PLAT	ENST00000220809.9	NM_000930.5	5327	1686	0.5842
ENSG00000169372	CRADD	ENST00000332896.8	NM_003805.5	8738	597	0.5745
ENSG00000166402	TUB	ENST00000299506.3	NM_177972.3	7275	1518	0.5791
ENSG00000146083	RNF44	ENST00000274811.9	NM_014901.5	22838	1296	0.662
ENSG00000204856	FAM216A	ENST00000377673.10	NM_013300.3	29902	819	0.475
ENSG00000184465	WDR27	ENST00000448612.6	NM_182552.5	253769	2685	0.5233
ENSG00000222009	BTBD19	ENST00000450269.6	NM_001136537.3	149478	873	0.6369
ENSG00000175582	RAB6A	ENST00000336083.8	NM_198896.2	5870	624	0.4375
ENSG00000107362	ABHD17B	ENST00000333421.7	NM_001025780.3	51104	864	0.4167
ENSG00000232113	TEX50	ENST00000417563.3	NM_001195190.3	730159	531	0.3917
ENSG00000138829	FBN2	ENST00000262464.9	NM_001999.4	2201	8736	0.4961
ENSG00000139116	KIF21A	ENST00000361418.10	NM_001173464.2	55605	5022	0.4221
ENSG00000187144	SPATA21	ENST00000335496.5	NM_198546.1	374955	1407	0.5963
ENSG00000130703	OSBPL2	ENST00000313733.9	NM_144498.4	9885	1440	0.5312
ENSG00000073754	CD5L	ENST00000368174.5	NM_005894.3	922	1041	0.5658
ENSG00000197498	RPF2	ENST00000441448.7	NM_032194.3	84154	918	0.3758
ENSG00000106772	PRUNE2	ENST00000376718.8	NM_015225.3	158471	9264	0.4657
ENSG00000105364	MRPL4	ENST00000253099.11	NM_015956.3	51073	933	0.6517
ENSG00000242247	ARFGAP3	ENST00000263245.10	NM_014570.5	26286	1548	0.4574
ENSG00000204264	PSMB8	ENST00000374882.8	NM_148919.4	5696	828	0.5519
ENSG00000122188	LAX1	ENST00000442561.7	NM_017773.4	54900	1194	0.505
ENSG00000175390	EIF3F	ENST00000651655.1	NM_003754.3	8665	1071	0.5649
ENSG00000187239	FNBP1	ENST00000446176.7	NM_015033.3	23048	1851	0.4689
ENSG00000162398	CIMAP2	ENST00000371273.4	NM_001110533.2	163747	1254	0.5558
ENSG00000180628	PCGF5	ENST00000336126.6	NM_032373.5	84333	768	0.3854
ENSG00000153989	NUS1	ENST00000368494.4	NM_138459.5	116150	879	0.5392
ENSG00000143001	TMEM61	ENST00000371268.4	NM_182532.3	199964	630	0.6413
ENSG00000231389	HLA-DPA1	ENST00000692443.1	NM_033554.4	3113	780	0.5577
ENSG00000196748	CLPSL2	ENST00000403376.4	NM_207409.4	389383	300	0.5933
ENSG00000166483	WEE1	ENST00000450114.7	NM_003390.4	7465	1938	0.515
ENSG00000096080	MRPS18A	ENST00000372133.8	NM_018135.4	55168	588	0.5799
ENSG00000113615	SEC24A	ENST00000398844.7	NM_021982.3	10802	3279	0.4456
ENSG00000124562	SNRPC	ENST00000244520.10	NM_003093.3	6631	477	0.5514
ENSG00000162191	UBXN1	ENST00000301935.10	NM_001286077.2	51035	891	0.6004
ENSG00000100099	HPS4	ENST00000398145.7	NM_022081.6	89781	2124	0.5527
ENSG00000025156	HSF2	ENST00000368455.9	NM_004506.4	3298	1608	0.408
ENSG00000166169	POLL	ENST00000370162.8	NM_001174084.2	27343	1725	0.5797
ENSG00000115286	NDUFS7	ENST00000233627.14	NM_024407.5	374291	639	0.662
ENSG00000104497	SNX16	ENST00000345957.9	NM_152836.3	64089	1032	0.3837
ENSG00000124688	MAD2L1BP	ENST00000372171.5	NM_014628.3	9587	822	0.5523
ENSG00000112149	CD83	ENST00000379153.4	NM_004233.4	9308	615	0.5317
ENSG00000159685	CHCHD6	ENST00000290913.8	NM_032343.3	84303	705	0.5986
ENSG00000170469	SPATA24	ENST00000450845.7	NM_194296.2	202051	615	0.5073
ENSG00000013392	RWDD2A	ENST00000369724.5	NM_033411.5	112611	876	0.4269
ENSG00000131019	ULBP3	ENST00000367339.7	NM_024518.3	79465	732	0.5546
ENSG00000172869	DMXL1	ENST00000539542.6	NM_001290321.3	1657	9144	0.4009
ENSG00000204385	SLC44A4	ENST00000229729.11	NM_025257.3	80736	2130	0.5554
ENSG00000175305	CCNE2	ENST00000308108.9	NM_057749.3	9134	1212	0.3903
ENSG00000169981	ZNF35	ENST00000396056.7	NM_003420.4	7584	1581	0.4522
ENSG00000139182	CLSTN3	ENST00000266546.11	NM_014718.4	9746	2868	0.5854
ENSG00000204291	COL15A1	ENST00000375001.8	NM_001855.5	1306	4164	0.5793
ENSG00000114739	ACVR2B	ENST00000352511.5	NM_001106.4	93	1536	0.5951
ENSG00000172932	ANKRD13D	ENST00000511455.7	NM_207354.3	338692	1815	0.6309
ENSG00000101158	NELFCD	ENST00000652272.2	NM_198976.4	51497	1743	0.5209
ENSG00000267855	NDUFA7	ENST00000301457.3	NM_005001.5	4701	339	0.6106
ENSG00000126264	HCST	ENST00000246551.9	NM_014266.4	10870	279	0.6129
ENSG00000163507	CIP2A	ENST00000295746.13	NM_020890.3	57650	2715	0.3827
ENSG00000095951	HIVEP1	ENST00000379388.7	NM_002114.4	3096	8154	0.4581
ENSG00000149054	ZNF215	ENST00000278319.10	NM_013250.4	7762	1551	0.4088
ENSG00000076826	CAMSAP3	ENST00000160298.9	NM_020902.2	57662	3747	0.6731
ENSG00000151917	BEND6	ENST00000370746.8	NM_152731.3	221336	837	0.4098
ENSG00000145833	DDX46	ENST00000452510.7	NM_001300860.2	9879	3096	0.4299
ENSG00000132561	MATN2	ENST00000254898.7	NM_002380.5	4147	2868	0.5112
ENSG00000123545	NDUFAF4	ENST00000316149.8	NM_014165.4	29078	525	0.4095
ENSG00000163832	ELP6	ENST00000296149.9	NM_001031703.3	54859	798	0.5489
ENSG00000187987	ZSCAN23	ENST00000289788.5	NM_001012455.2	222696	1167	0.5039
ENSG00000162337	LRP5	ENST00000294304.12	NM_002335.4	4041	4845	0.6361
ENSG00000228727	SAPCD1	ENST00000415669.4	NM_001039651.2	401251	534	0.5805
ENSG00000237649	KIFC1	ENST00000428849.7	NM_002263.4	3833	2019	0.5795
ENSG00000165891	E2F7	ENST00000322886.12	NM_203394.3	144455	2733	0.4826
ENSG00000130812	ANGPTL6	ENST00000253109.5	NM_031917.3	83854	1410	0.6794
ENSG00000213799	ZNF845	ENST00000458035.3	NM_138374.3	91664	2910	0.3962
ENSG00000185219	ZNF445	ENST00000396077.8	NM_181489.6	353274	3093	0.4911
ENSG00000169567	HINT1	ENST00000304043.10	NM_005340.7	3094	378	0.4709
ENSG00000105676	ARMC6	ENST00000535612.6	NM_001199196.2	93436	1503	0.6081
ENSG00000135976	ANKRD36	ENST00000420699.9	NM_001354587.1	375248	5745	0.4002
ENSG00000198015	MRPL42	ENST00000549982.6	NM_014050.4	28977	426	0.3991
ENSG00000049167	ERCC8	ENST00000676185.1	NM_000082.4	1161	1188	0.4082
ENSG00000129810	SGO1	ENST00000412997.6	NM_001199251.3	151648	1581	0.3801
ENSG00000204228	HSD17B8	ENST00000374662.4	NM_014234.5	7923	783	0.5964
ENSG00000197694	SPTAN1	ENST00000372739.7	NM_001130438.3	6709	7431	0.532
ENSG00000186104	CYP2R1	ENST00000334636.10	NM_024514.5	120227	1503	0.4311
ENSG00000164626	KCNK5	ENST00000359534.4	NM_003740.4	8645	1497	0.5912
ENSG00000112200	ZNF451	ENST00000370706.9	NM_001031623.3	26036	3183	0.3993
ENSG00000100226	GTPBP1	ENST00000216044.10	NM_004286.5	9567	2007	0.5899
ENSG00000166441	RPL27A	ENST00000314138.11	NM_000990.5	6157	444	0.5383
ENSG00000071655	MBD3	ENST00000434436.8	NM_001281453.2	53615	873	0.6541
ENSG00000064601	CTSA	ENST00000646241.3	NM_000308.4	5476	1440	0.5639
ENSG00000165669	FAM204A	ENST00000369183.9	NM_022063.3	63877	699	0.4063
ENSG00000149548	CCDC15	ENST00000344762.6	NM_025004.3	80071	2853	0.415
ENSG00000205571	SMN2	ENST00000380743.9	NM_017411.4	6607	882	0.4512
ENSG00000127328	RAB3IP	ENST00000247833.12	NM_022456.5	117177	1380	0.4196
ENSG00000128272	ATF4	ENST00000674920.3	NM_182810.3	468	1053	0.5261
ENSG00000158042	MRPL17	ENST00000288937.7	NM_022061.4	63875	525	0.5752
ENSG00000105556	MIER2	ENST00000264819.7	NM_017550.3	54531	1635	0.6183
ENSG00000177666	PNPLA2	ENST00000336615.9	NM_020376.4	57104	1512	0.6634
ENSG00000100150	DEPDC5	ENST00000651528.2	NM_001242896.3	9681	4809	0.5298
ENSG00000011132	APBA3	ENST00000316757.4	NM_004886.4	9546	1725	0.6632
ENSG00000232040	SCAND3	ENST00000452236.3	NM_052923.2	114821	3975	0.3839
ENSG00000064042	LIMCH1	ENST00000503057.6	NM_001330672.2	22998	4401	0.5026
ENSG00000114686	MRPL3	ENST00000264995.8	NM_007208.4	11222	1044	0.4435
ENSG00000156172	CFAP418	ENST00000286688.6	NM_177965.4	157657	621	0.4444
ENSG00000112651	MRPL2	ENST00000388752.8	NM_015950.5	51069	915	0.5825
ENSG00000145912	NHP2	ENST00000274606.8	NM_017838.4	55651	459	0.5708
ENSG00000168495	POLR3D	ENST00000306433.9	NM_001722.3	661	1194	0.5628
ENSG00000164309	CMYA5	ENST00000446378.3	NM_153610.5	202333	12207	0.4256
ENSG00000169826	CSGALNACT2	ENST00000374466.4	NM_018590.5	55454	1626	0.4342
ENSG00000168116	KIAA1586	ENST00000370733.5	NM_020931.4	57691	2361	0.3257
ENSG00000149782	PLCB3	ENST00000279230.12	NM_000932.5	5331	3702	0.6183
ENSG00000037474	NSUN2	ENST00000264670.11	NM_017755.6	54888	2301	0.4867
ENSG00000107779	BMPR1A	ENST00000372037.8	NM_004329.3	657	1596	0.443
ENSG00000135535	CD164	ENST00000310786.10	NM_006016.6	8763	591	0.4992
ENSG00000074181	NOTCH3	ENST00000263388.7	NM_000435.3	4854	6963	0.6644
ENSG00000121871	SLITRK3	ENST00000475390.2	NM_001318810.2	22865	2931	0.4811
ENSG00000034239	CLXN	ENST00000262103.8	NM_024593.4	79645	633	0.3902
ENSG00000114742	WDR48	ENST00000302313.10	NM_020839.4	57599	2031	0.4165
ENSG00000123416	TUBA1B	ENST00000336023.9	NM_006082.3	10376	1353	0.5403
ENSG00000104388	RAB2A	ENST00000262646.12	NM_002865.3	5862	636	0.4182
ENSG00000205155	PSENEN	ENST00000587708.7	NM_172341.4	55851	303	0.5611
ENSG00000112559	MDFI	ENST00000230321.11	NM_005586.4	4188	738	0.6585
ENSG00000043093	DCUN1D1	ENST00000292782.9	NM_020640.4	54165	777	0.3745
ENSG00000063176	SPHK2	ENST00000245222.9	NM_020126.5	56848	1962	0.6769
ENSG00000184047	DIABLO	ENST00000464942.7	NM_001371333.1	56616	717	0.4756
ENSG00000100890	PRORP	ENST00000534898.9	NM_014672.4	9692	1749	0.4197
ENSG00000172426	RSPH9	ENST00000372163.5	NM_152732.5	221421	828	0.5749
ENSG00000065518	NDUFB4	ENST00000184266.3	NM_004547.6	4710	387	0.4858
ENSG00000179142	CYP11B2	ENST00000323110.2	NM_000498.3	1585	1509	0.5964
ENSG00000083123	BCKDHB	ENST00000320393.9	NM_183050.4	594	1176	0.4821
ENSG00000175895	PLEKHF2	ENST00000315367.4	NM_024613.4	79666	747	0.4163
ENSG00000163923	RPL39L	ENST00000296277.9	NM_052969.3	116832	153	0.4444
ENSG00000120889	TNFRSF10B	ENST00000276431.9	NM_003842.5	8795	1320	0.5614
ENSG00000087076	HSD17B14	ENST00000263278.9	NM_016246.3	51171	810	0.6296
ENSG00000185875	THNSL1	ENST00000376356.5	NM_024838.5	79896	2229	0.3943
ENSG00000232112	TMA7	ENST00000438607.2	NM_015933.6	51372	192	0.526
ENSG00000146263	MMS22L	ENST00000683635.1	NM_001350599.2	253714	3729	0.3998
ENSG00000122863	CHST3	ENST00000373115.5	NM_004273.5	9469	1437	0.6458
ENSG00000166153	DEPDC4	ENST00000550587.6	NM_001364818.2	120863	1488	0.3952
ENSG00000171720	HDAC3	ENST00000305264.8	NM_003883.4	8841	1284	0.5218
ENSG00000101019	UQCC1	ENST00000374385.10	NM_018244.5	55245	897	0.4905
ENSG00000114529	C3orf52	ENST00000264848.10	NM_024616.3	79669	651	0.4654
ENSG00000107537	PHYH	ENST00000263038.9	NM_006214.4	5264	1014	0.4901
ENSG00000131981	LGALS3	ENST00000254301.14	NM_002306.4	3958	750	0.5347
ENSG00000142065	ZFP14	ENST00000270001.12	NM_020917.3	57677	1599	0.4071
ENSG00000139324	TMTC3	ENST00000266712.11	NM_181783.4	160418	2742	0.3702
ENSG00000073111	MCM2	ENST00000265056.12	NM_004526.4	4171	2712	0.5914
ENSG00000123810	B9D2	ENST00000243578.8	NM_030578.4	80776	525	0.6419
ENSG00000269058	CALR3	ENST00000269881.8	NM_145046.5	125972	1152	0.4627
ENSG00000203760	CENPW	ENST00000368328.5	NM_001012507.4	387103	264	0.4697
ENSG00000149503	INCENP	ENST00000394818.8	NM_001040694.2	3619	2754	0.6147
ENSG00000204248	COL11A2	ENST00000341947.7	NM_080680.3	1302	5208	0.6473
ENSG00000130332	LSM7	ENST00000252622.15	NM_016199.3	51690	309	0.5955
ENSG00000079102	RUNX1T1	ENST00000523629.7	NM_175634.3	862	1812	0.537
ENSG00000105254	TBCB	ENST00000221855.8	NM_001281.3	1155	732	0.6038
ENSG00000196793	ZNF239	ENST00000374446.7	NM_001099282.2	8187	1374	0.4745
ENSG00000090615	GOLGA3	ENST00000450791.8	NM_001389683.1	2802	4494	0.5926
ENSG00000163918	RFC4	ENST00000296273.7	NM_002916.5	5984	1089	0.4242
ENSG00000028277	POU2F2	ENST00000692977.1	NM_001394376.1	5452	1872	0.6303
ENSG00000078124	ACER3	ENST00000532485.6	NM_018367.7	55331	801	0.4157
ENSG00000082068	WDR70	ENST00000265107.9	NM_018034.4	55100	1962	0.4582
ENSG00000198873	GRK5	ENST00000392870.3	NM_005308.3	2869	1770	0.5412
ENSG00000129515	SNX6	ENST00000362031.10	NM_152233.4	58533	1218	0.3793
ENSG00000136603	SKIL	ENST00000259119.9	NM_005414.5	6498	2052	0.4064
ENSG00000182899	RPL35A	ENST00000647248.2	NM_000996.4	6165	330	0.4788
ENSG00000151704	KCNJ1	ENST00000392666.6	NM_153766.3	3758	1116	0.4525
ENSG00000008083	JARID2	ENST00000341776.7	NM_004973.4	3720	3738	0.5607
ENSG00000149451	ADAM33	ENST00000356518.7	NM_025220.5	80332	2439	0.663
ENSG00000107518	ATRNL1	ENST00000355044.8	NM_207303.4	26033	4137	0.4245
ENSG00000091009	RBM27	ENST00000265271.7	NM_018989.2	54439	3180	0.4538
ENSG00000168014	C2CD3	ENST00000334126.12	NM_001286577.2	26005	7059	0.4851
