systematic_name	common_name	ensembl_transcript	cds_length	gc_content
ENSMUSG00000041180	Hectd2	ENSMUST00000169036	2325	0.4305
ENSMUSG00000074607	Tox2	ENSMUST00000099110	1641	0.6082
ENSMUSG00000033313	Fbxl8	ENSMUST00000036221	1122	0.6283
ENSMUSG00000053768	Chchd3	ENSMUST00000066379	681	0.5272
ENSMUSG00000039252	Lgi2	ENSMUST00000039750	1650	0.5097
ENSMUSG00000071275	Fpr-rs6	ENSMUST00000095636	1017	0.413
ENSMUSG00000045636	Mtus1	ENSMUST00000118835	3630	0.4755
ENSMUSG00000091670	Vmn2r105	ENSMUST00000167382	2580	0.3895
ENSMUSG00000039356	Exosc2	ENSMUST00000038474	879	0.5324
ENSMUSG00000026313	Hdac4	ENSMUST00000097644	3228	0.5836
ENSMUSG00000031387	Renbp	ENSMUST00000116578	1290	0.5411
ENSMUSG00000021636	Marveld2	ENSMUST00000022137	1665	0.5105
ENSMUSG00000028430	Nol6	ENSMUST00000030138	3456	0.5784
ENSMUSG00000031965	Tbx20	ENSMUST00000052946	1335	0.5386
ENSMUSG00000006281	Tep1	ENSMUST00000006444	7887	0.5392
ENSMUSG00000004187	Kifc2	ENSMUST00000004294	2376	0.609
ENSMUSG00000091656	Vmn2r106	ENSMUST00000167464	2586	0.3882
ENSMUSG00000030691	Fchsd2	ENSMUST00000032931	2292	0.4634
ENSMUSG00000061576	Dpp6	ENSMUST00000122171	2577	0.525
ENSMUSG00000091350	Vmn2r92	ENSMUST00000169686	2580	0.395
ENSMUSG00000017817	Jph2	ENSMUST00000017961	2088	0.6715
ENSMUSG00000051483	Cbr1	ENSMUST00000039659	831	0.5523
ENSMUSG00000091491	Vmn2r97	ENSMUST00000168710	2583	0.3895
ENSMUSG00000035399	Oser1	ENSMUST00000046908	873	0.4937
ENSMUSG00000082815	Cbr1b	ENSMUST00000120115	831	0.5391
ENSMUSG00000041565	L3mbtl4	ENSMUST00000124543	1836	0.494
ENSMUSG00000022947	Cbr3	ENSMUST00000039620	831	0.5776
ENSMUSG00000021635	Rad17	ENSMUST00000022136	2064	0.436
ENSMUSG00000018841	Rad51d	ENSMUST00000018985	987	0.5724
ENSMUSG00000050721	Plekho2	ENSMUST00000068944	1485	0.5677
ENSMUSG00000022946	Dop1b	ENSMUST00000045004	6885	0.546
ENSMUSG00000042272	Sestd1	ENSMUST00000102660	2088	0.4837
ENSMUSG00000059741	Myl3	ENSMUST00000079784	612	0.5703
ENSMUSG00000029763	Exoc4	ENSMUST00000052266	2925	0.4988
ENSMUSG00000033837	Foxh1	ENSMUST00000037824	1203	0.601
ENSMUSG00000033819	Ppp1r16a	ENSMUST00000037551	1572	0.6056
ENSMUSG00000071256	Zfp213	ENSMUST00000095606	1404	0.604
ENSMUSG00000040723	Rcsd1	ENSMUST00000040357	1236	0.5744
ENSMUSG00000036832	Lpar3	ENSMUST00000039164	1062	0.5461
ENSMUSG00000062012	Zfp13	ENSMUST00000115516	1536	0.6081
ENSMUSG00000036825	Ssx2ip	ENSMUST00000106153	1845	0.4737
ENSMUSG00000027215	Cd82	ENSMUST00000099696	798	0.5376
ENSMUSG00000078941	Ak6	ENSMUST00000084721	792	0.4318
ENSMUSG00000044664	Prss42	ENSMUST00000035715	1005	0.5224
ENSMUSG00000036241	Ube2r2	ENSMUST00000040008	714	0.4818
ENSMUSG00000023902	Zscan10	ENSMUST00000095595	2346	0.5793
ENSMUSG00000032493	Prss44	ENSMUST00000098345	1116	0.5278
ENSMUSG00000026260	Ndufa10	ENSMUST00000027478	1065	0.5268
ENSMUSG00000046605	B3gntl1	ENSMUST00000067399	1071	0.5378
ENSMUSG00000052293	Taf9	ENSMUST00000167256	792	0.4318
ENSMUSG00000040728	Esrp1	ENSMUST00000108311	2043	0.5071
ENSMUSG00000058398	Prss43	ENSMUST00000077549	1146	0.5366
ENSMUSG00000047257	Prss45	ENSMUST00000011391	951	0.551
ENSMUSG00000048924	Ccdc125	ENSMUST00000057325	1500	0.464
ENSMUSG00000022546	Gpt	ENSMUST00000229679	1488	0.5813
ENSMUSG00000031386	Hcfc1	ENSMUST00000114372	6270	0.563
ENSMUSG00000090799	Klhl33	ENSMUST00000227271	2379	0.5767
ENSMUSG00000047632	Fgfbp3	ENSMUST00000238948	750	0.708
ENSMUSG00000006289	Osgep	ENSMUST00000160393	1005	0.5423
ENSMUSG00000049719	Prss46	ENSMUST00000176403	942	0.5276
ENSMUSG00000040713	Creg1	ENSMUST00000111432	660	0.5727
ENSMUSG00000063457	Rps15	ENSMUST00000068408	435	0.5885
ENSMUSG00000048752	Prss50	ENSMUST00000051097	1317	0.612
ENSMUSG00000003123	Lipe	ENSMUST00000149349	3216	0.5569
ENSMUSG00000069089	Cdk7	ENSMUST00000091299	1038	0.4663
ENSMUSG00000020135	Apc2	ENSMUST00000105359	6909	0.6224
ENSMUSG00000049555	Tmie	ENSMUST00000050958	459	0.5948
ENSMUSG00000067064	Or6b2	ENSMUST00000214928	936	0.531
ENSMUSG00000057464	Or6b2b	ENSMUST00000204009	933	0.523
ENSMUSG00000023903	Mmp25	ENSMUST00000024696	1845	0.5859
ENSMUSG00000042849	Or6b3	ENSMUST00000062353	936	0.5342
ENSMUSG00000031594	Fgl1	ENSMUST00000034003	942	0.4406
ENSMUSG00000058904	Or9s23	ENSMUST00000214239	969	0.5315
ENSMUSG00000036611	Eepd1	ENSMUST00000040677	1707	0.5401
ENSMUSG00000019080	Mfsd3	ENSMUST00000019224	1236	0.5963
ENSMUSG00000060049	Or5an11	ENSMUST00000207969	936	0.4284
ENSMUSG00000046300	Or9s27	ENSMUST00000190505	963	0.5182
ENSMUSG00000062497	Or9s15	ENSMUST00000190844	969	0.5521
ENSMUSG00000039208	Metrnl	ENSMUST00000036742	933	0.5895
ENSMUSG00000063583	Or9s14	ENSMUST00000217316	966	0.5342
ENSMUSG00000033762	Recql4	ENSMUST00000036852	3648	0.5789
ENSMUSG00000061616	Or9s13	ENSMUST00000213247	999	0.5465
ENSMUSG00000095640	Or5an1	ENSMUST00000207186	936	0.4263
ENSMUSG00000043782	Bicdl2	ENSMUST00000062967	1521	0.6036
ENSMUSG00000073616	Cops9	ENSMUST00000112999	300	0.53
ENSMUSG00000067513	Or5an10	ENSMUST00000087812	945	0.4127
ENSMUSG00000033249	Hsf4	ENSMUST00000036127	1476	0.6098
ENSMUSG00000041064	Pif1	ENSMUST00000239405	1950	0.6108
ENSMUSG00000096436	Or5an1b	ENSMUST00000207241	936	0.4263
ENSMUSG00000025702	Marchf8	ENSMUST00000123405	1704	0.49
ENSMUSG00000109328	Or5a21	ENSMUST00000208398	957	0.4671
ENSMUSG00000046650	Or5an6	ENSMUST00000217062	945	0.4402
ENSMUSG00000044055	Otos	ENSMUST00000053144	267	0.5768
ENSMUSG00000039198	Ptchd3	ENSMUST00000036690	2718	0.4507
ENSMUSG00000050815	Or5a3	ENSMUST00000216506	954	0.4644
ENSMUSG00000028189	Ctbs	ENSMUST00000061937	1098	0.4681
ENSMUSG00000040065	Pfpl	ENSMUST00000168148	2106	0.4611
ENSMUSG00000035960	Apex1	ENSMUST00000049411	951	0.5174
ENSMUSG00000046805	Mpeg1	ENSMUST00000249873	2160	0.4856
ENSMUSG00000061474	Mrps36	ENSMUST00000109333	306	0.4935
ENSMUSG00000039982	Dtx4	ENSMUST00000045521	1848	0.5763
ENSMUSG00000034220	Gpc1	ENSMUST00000045970	1671	0.626
ENSMUSG00000078763	Slfn1	ENSMUST00000037994	1011	0.4233
ENSMUSG00000028433	Ubap2	ENSMUST00000030143	3396	0.5536
ENSMUSG00000020333	Acsl6	ENSMUST00000108904	2166	0.5374
ENSMUSG00000020133	2310011J03Rik	ENSMUST00000020341	327	0.6239
ENSMUSG00000030972	Acsm5	ENSMUST00000066465	1734	0.5288
ENSMUSG00000086213	A330040F15Rik	ENSMUST00000273653	1662	0.3905
ENSMUSG00000041319	Thoc6	ENSMUST00000047436	1023	0.5748
ENSMUSG00000028188	Spata1	ENSMUST00000197980	1332	0.3694
ENSMUSG00000020131	Pcsk4	ENSMUST00000020340	1965	0.6163
ENSMUSG00000024691	Fam111a	ENSMUST00000144662	1839	0.4029
ENSMUSG00000045273	Cenph	ENSMUST00000075550	723	0.4398
ENSMUSG00000034212	Ankmy1	ENSMUST00000160548	3006	0.5459
ENSMUSG00000035953	Pip4p1	ENSMUST00000160835	852	0.5669
ENSMUSG00000071633	Gm4952	ENSMUST00000092931	888	0.4741
ENSMUSG00000033728	Lrrc14	ENSMUST00000127208	1479	0.5849
ENSMUSG00000041431	Ccnb1	ENSMUST00000072119	1290	0.4798
ENSMUSG00000031392	Irak1	ENSMUST00000033769	2250	0.5738
ENSMUSG00000039456	Morc3	ENSMUST00000202261	2826	0.4487
ENSMUSG00000045994	B3gat1	ENSMUST00000160899	1041	0.5889
ENSMUSG00000005763	Cd247	ENSMUST00000027849	618	0.5518
ENSMUSG00000017943	Gdap1l1	ENSMUST00000109421	1110	0.5883
ENSMUSG00000048703	Speer4b	ENSMUST00000053257	801	0.4869
ENSMUSG00000068417	Pnp2	ENSMUST00000095925	915	0.4973
ENSMUSG00000068523	Gng5	ENSMUST00000090031	204	0.5539
ENSMUSG00000033707	Lrrc24	ENSMUST00000049956	1563	0.6129
ENSMUSG00000023904	Hcfc1r1	ENSMUST00000180140	360	0.6194
ENSMUSG00000028187	Rpf1	ENSMUST00000029838	1047	0.469
ENSMUSG00000029173	Sepsecs	ENSMUST00000031069	1512	0.4947
ENSMUSG00000116138	C030006K11Rik	ENSMUST00000036247	654	0.6254
ENSMUSG00000021872	Rnase10	ENSMUST00000022424	735	0.498
ENSMUSG00000023905	Tnfrsf12a	ENSMUST00000233428	417	0.6019
ENSMUSG00000052382	Rnase9	ENSMUST00000064214	552	0.4275
ENSMUSG00000040720	Virma	ENSMUST00000108307	5583	0.4618
ENSMUSG00000033697	Arhgap39	ENSMUST00000239003	3327	0.578
ENSMUSG00000059648	Rnase11	ENSMUST00000076106	576	0.4948
ENSMUSG00000068407	Rnase12	ENSMUST00000089798	435	0.4667
ENSMUSG00000035932	Or6s1	ENSMUST00000216202	993	0.5227
ENSMUSG00000048486	Fitm2	ENSMUST00000109418	786	0.584
ENSMUSG00000078949	R3hdml	ENSMUST00000109416	759	0.5889
ENSMUSG00000023906	Cldn6	ENSMUST00000024699	657	0.5814
ENSMUSG00000025701	Alox5	ENSMUST00000026795	2022	0.5361
ENSMUSG00000035504	Reep6	ENSMUST00000105358	1797	0.626
ENSMUSG00000032387	Rbpms2	ENSMUST00000055844	618	0.5761
ENSMUSG00000022945	Chaf1b	ENSMUST00000023666	1716	0.5274
ENSMUSG00000002221	Paxip1	ENSMUST00000002291	3168	0.5382
ENSMUSG00000040600	Eps8l3	ENSMUST00000037375	1800	0.5494
ENSMUSG00000021846	Peli2	ENSMUST00000073150	1257	0.5704
ENSMUSG00000026842	Abl1	ENSMUST00000075759	3426	0.58
ENSMUSG00000066720	Cldn9	ENSMUST00000085989	651	0.6175
ENSMUSG00000021629	Slc30a5	ENSMUST00000067246	2283	0.4599
ENSMUSG00000067341	H2-Eb2	ENSMUST00000050325	861	0.5261
ENSMUSG00000062638	Btnl1	ENSMUST00000080254	1527	0.5167
ENSMUSG00000073411	H2-D1	ENSMUST00000172503	1140	0.6044
ENSMUSG00000028186	Uox	ENSMUST00000029837	909	0.4939
ENSMUSG00000029186	Pi4k2b	ENSMUST00000031081	1407	0.4869
ENSMUSG00000044037	Als2cl	ENSMUST00000084926	2856	0.59
ENSMUSG00000047109	Cldn14	ENSMUST00000177648	717	0.6318
ENSMUSG00000043822	Adamtsl5	ENSMUST00000095446	1455	0.6502
ENSMUSG00000028185	Dnase2b	ENSMUST00000029836	1062	0.4576
ENSMUSG00000021743	Fezf2	ENSMUST00000022262	1365	0.589
ENSMUSG00000030945	Acsm2	ENSMUST00000098084	1800	0.505
ENSMUSG00000033653	Vps8	ENSMUST00000117598	4281	0.4917
ENSMUSG00000025451	Paip1	ENSMUST00000126957	1452	0.491
ENSMUSG00000014776	Nol3	ENSMUST00000014920	660	0.6348
ENSMUSG00000090202	4930503B20Rik	ENSMUST00000049703	702	0.463
ENSMUSG00000114378	Gm49355	ENSMUST00000225871	366	0.4781
ENSMUSG00000033111	Cep15	ENSMUST00000223702	405	0.442
ENSMUSG00000014837	Matcap1	ENSMUST00000212922	1401	0.5782
ENSMUSG00000048652	Samd13	ENSMUST00000125965	306	0.4575
ENSMUSG00000043913	Ccdc60	ENSMUST00000050178	1635	0.5413
ENSMUSG00000028436	Dcaf12	ENSMUST00000030145	1359	0.5143
ENSMUSG00000079507	H2-Q1	ENSMUST00000073208	1104	0.5752
ENSMUSG00000118600	Gm56303	ENSMUST00000239231	96	0.4583
ENSMUSG00000043102	Qrfp	ENSMUST00000057407	372	0.6398
ENSMUSG00000004032	Gstm5	ENSMUST00000004134	672	0.4747
ENSMUSG00000027016	Zfp385b	ENSMUST00000111831	1446	0.5422
ENSMUSG00000035486	Plk5	ENSMUST00000039836	1797	0.626
ENSMUSG00000091705	H2-Q2	ENSMUST00000074806	1080	0.5907
ENSMUSG00000053391	Or13a1	ENSMUST00000203700	927	0.4898
ENSMUSG00000022526	Zfp251	ENSMUST00000080406	1896	0.5285
ENSMUSG00000053251	Or6d12	ENSMUST00000075756	981	0.4873
ENSMUSG00000078773	Rad54b	ENSMUST00000070755	2658	0.4432
ENSMUSG00000081649	Or6d13	ENSMUST00000220008	981	0.4883
ENSMUSG00000116024	Gm49527	ENSMUST00000230214	258	0.5775
ENSMUSG00000107906	Eif4a3l2	ENSMUST00000122096	1233	0.5353
ENSMUSG00000047067	Dusp28	ENSMUST00000060913	489	0.6933
ENSMUSG00000029762	Akr1b8	ENSMUST00000038406	948	0.519
ENSMUSG00000043251	Exoc3l	ENSMUST00000057855	2217	0.6094
ENSMUSG00000003970	Rpl8	ENSMUST00000004072	771	0.5875
ENSMUSG00000026269	Rnpepl1	ENSMUST00000027487	2160	0.6319
ENSMUSG00000035929	H2-Q4	ENSMUST00000081435	1062	0.6168
ENSMUSG00000029179	Zcchc4	ENSMUST00000031077	1536	0.487
ENSMUSG00000054967	Zfp647	ENSMUST00000229055	1605	0.5832
ENSMUSG00000051046	Or6d14	ENSMUST00000217313	960	0.4938
ENSMUSG00000094595	Fsbp	ENSMUST00000180239	897	0.4448
ENSMUSG00000063236	1110038F14Rik	ENSMUST00000071792	666	0.6066
ENSMUSG00000050654	Or6d15	ENSMUST00000061723	930	0.4849
ENSMUSG00000073409	H2-Q6	ENSMUST00000174699	978	0.6043
ENSMUSG00000096393	Fam240a	ENSMUST00000177678	291	0.567
ENSMUSG00000014859	E2f4	ENSMUST00000015003	1230	0.5715
ENSMUSG00000059878	Zfp422	ENSMUST00000079749	711	0.5345
ENSMUSG00000028437	Ubap1	ENSMUST00000072866	1506	0.4827
ENSMUSG00000032494	Cripto	ENSMUST00000035075	513	0.5224
ENSMUSG00000004035	Gstm7	ENSMUST00000004137	654	0.526
ENSMUSG00000079492	H2-T15	ENSMUST00000113742	1122	0.5588
ENSMUSG00000026270	Capn10	ENSMUST00000027488	1998	0.5906
ENSMUSG00000061758	Akr1b10	ENSMUST00000038383	948	0.5211
ENSMUSG00000048696	Mex3d	ENSMUST00000105350	2154	0.6764
ENSMUSG00000026841	Fibcd1	ENSMUST00000028188	1377	0.6289
ENSMUSG00000014791	Elmo3	ENSMUST00000109375	2160	0.563
ENSMUSG00000053929	Zftraf1	ENSMUST00000176274	1236	0.6327
ENSMUSG00000035478	Mbd3	ENSMUST00000092295	855	0.5906
ENSMUSG00000040524	Zfp609	ENSMUST00000159109	4239	0.5518
ENSMUSG00000121583	Gm57852	ENSMUST00000081291	933	0.5477
ENSMUSG00000073406	H2-T13	ENSMUST00000184502	771	0.5875
ENSMUSG00000017950	Hnf4a	ENSMUST00000018094	1422	0.5752
ENSMUSG00000062822	4833420G17Rik	ENSMUST00000026519	1917	0.4544
ENSMUSG00000121584	Tmem276	ENSMUST00000231152	576	0.5938
ENSMUSG00000032495	Lrrc2	ENSMUST00000035076	1113	0.4771
ENSMUSG00000016624	Phf21b	ENSMUST00000159939	1461	0.6071
ENSMUSG00000028438	Kif24	ENSMUST00000108055	4068	0.5057
ENSMUSG00000041548	Hspb8	ENSMUST00000036991	588	0.5799
ENSMUSG00000048271	Rbm33	ENSMUST00000059644	3693	0.5386
ENSMUSG00000066319	Rtp3	ENSMUST00000199891	1422	0.5049
ENSMUSG00000052131	Akr1b7	ENSMUST00000007449	948	0.5127
ENSMUSG00000036395	Glb1l2	ENSMUST00000040398	1956	0.4964
ENSMUSG00000097148	Gapdhrt	ENSMUST00000181173	999	0.5516
ENSMUSG00000026271	Gpr35	ENSMUST00000186298	921	0.5755
ENSMUSG00000014418	Hps5	ENSMUST00000107654	3378	0.4899
ENSMUSG00000090166	Ear10	ENSMUST00000159175	468	0.4338
ENSMUSG00000068762	Gstm6	ENSMUST00000106684	696	0.5244
ENSMUSG00000089901	Gm8113	ENSMUST00000160298	1761	0.4327
ENSMUSG00000026116	Tmem131	ENSMUST00000194563	5631	0.4955
ENSMUSG00000042129	Rassf4	ENSMUST00000035842	966	0.5176
ENSMUSG00000072596	Ear2	ENSMUST00000074839	468	0.4423
ENSMUSG00000017679	Ttpal	ENSMUST00000109408	1029	0.5481
ENSMUSG00000041679	Fbxl9	ENSMUST00000210412	1863	0.5776
ENSMUSG00000021977	1700129C05Rik	ENSMUST00000022548	654	0.4725
ENSMUSG00000028443	Nudt2	ENSMUST00000030154	441	0.5329
ENSMUSG00000020163	Uqcr11	ENSMUST00000020372	168	0.6071
ENSMUSG00000074634	Tmem267	ENSMUST00000176171	714	0.4958
ENSMUSG00000016619	Nup50	ENSMUST00000165443	1398	0.5072
ENSMUSG00000046312	Myorg	ENSMUST00000054920	2148	0.6038
ENSMUSG00000014856	Tmem208	ENSMUST00000098453	528	0.5587
ENSMUSG00000028441	Spmip6	ENSMUST00000030152	780	0.5679
ENSMUSG00000026840	Lamc3	ENSMUST00000028187	4743	0.5975
ENSMUSG00000020167	Tcf3	ENSMUST00000105342	1959	0.6335
ENSMUSG00000035469	Rcbtb1	ENSMUST00000043227	1593	0.4821
ENSMUSG00000036046	5031439G07Rik	ENSMUST00000165743	1341	0.5958
ENSMUSG00000002633	Shh	ENSMUST00000002708	1311	0.6384
ENSMUSG00000063919	Srrm4	ENSMUST00000076124	1824	0.6091
ENSMUSG00000004038	Gstm3	ENSMUST00000004136	654	0.5168
ENSMUSG00000021431	Snrnp48	ENSMUST00000091641	1011	0.455
ENSMUSG00000038871	Bpgm	ENSMUST00000045372	777	0.5019
ENSMUSG00000108748	Gm44579	ENSMUST00000142443	954	0.5241
ENSMUSG00000040562	Gstm2	ENSMUST00000012348	654	0.5076
ENSMUSG00000003352	Cacnb3	ENSMUST00000230490	1452	0.5888
ENSMUSG00000028439	Fam219a	ENSMUST00000108052	504	0.5833
ENSMUSG00000014778	Fhod1	ENSMUST00000014922	3591	0.5934
ENSMUSG00000048489	Depp1	ENSMUST00000067354	615	0.6065
ENSMUSG00000066900	Suds3	ENSMUST00000166397	996	0.5572
ENSMUSG00000048108	Tmem72	ENSMUST00000056623	825	0.5539
ENSMUSG00000045091	Aqp12	ENSMUST00000059676	870	0.6023
ENSMUSG00000057531	Dtnbp1	ENSMUST00000072329	1056	0.5455
ENSMUSG00000025959	Klf7	ENSMUST00000114086	903	0.5604
ENSMUSG00000061353	Cxcl12	ENSMUST00000073043	357	0.507
ENSMUSG00000005034	Prkacb	ENSMUST00000005164	1194	0.5017
ENSMUSG00000121513	Ptprg	ENSMUST00000248537	4326	0.5123
ENSMUSG00000032496	Ltf	ENSMUST00000035077	2121	0.5215
ENSMUSG00000017707	Serinc3	ENSMUST00000017851	1416	0.4802
ENSMUSG00000055963	Triqk	ENSMUST00000143186	258	0.3992
ENSMUSG00000014786	Slc9a5	ENSMUST00000073149	2694	0.5791
ENSMUSG00000092243	H2-T9	ENSMUST00000046131	855	0.5789
ENSMUSG00000115726	Gm30083	ENSMUST00000227795	1719	0.4892
ENSMUSG00000003360	Ddx23	ENSMUST00000003450	2457	0.5417
ENSMUSG00000072624	Gm5460	ENSMUST00000227383	1587	0.5167
ENSMUSG00000029130	Rnf32	ENSMUST00000001247	1104	0.4656
ENSMUSG00000042793	Lgr6	ENSMUST00000044828	2901	0.6074
ENSMUSG00000061322	Dnai1	ENSMUST00000102963	2103	0.514
ENSMUSG00000092277	Gm19684	ENSMUST00000173128	351	0.5128
ENSMUSG00000059689	Zfp637	ENSMUST00000112860	858	0.5326
ENSMUSG00000073402	H2-T5	ENSMUST00000173353	1188	0.6145
ENSMUSG00000014782	Plekhg4	ENSMUST00000214056	3651	0.5856
ENSMUSG00000095493	A630023A22Rik	ENSMUST00000178958	597	0.5461
ENSMUSG00000047441	Antxrl	ENSMUST00000058725	1923	0.5003
ENSMUSG00000054855	Rnd1	ENSMUST00000003451	696	0.533
ENSMUSG00000042097	Zfp239	ENSMUST00000079405	603	0.5705
ENSMUSG00000035268	Pkig	ENSMUST00000064703	228	0.6096
ENSMUSG00000054128	H2-T3	ENSMUST00000102675	1152	0.5469
ENSMUSG00000028445	Enho	ENSMUST00000127306	228	0.614
ENSMUSG00000003354	Ccdc65	ENSMUST00000003444	1479	0.5105
ENSMUSG00000025958	Creb1	ENSMUST00000049932	1023	0.4829
ENSMUSG00000072598	Ang6	ENSMUST00000160223	441	0.4422
ENSMUSG00000006586	Runx1t1	ENSMUST00000098257	1812	0.5348
ENSMUSG00000095528	Gm10375	ENSMUST00000163970	507	0.4221
ENSMUSG00000031966	Glb1l3	ENSMUST00000210274	1986	0.4537
ENSMUSG00000021500	Ddx46	ENSMUST00000223736	3096	0.4797
ENSMUSG00000053961	Ang5	ENSMUST00000226667	435	0.4345
ENSMUSG00000042079	Hnrnpf	ENSMUST00000035493	1245	0.5076
ENSMUSG00000021950	Anxa8	ENSMUST00000022519	981	0.5107
ENSMUSG00000079244	Gm5622	ENSMUST00000096170	501	0.4232
ENSMUSG00000051648	Kctd19	ENSMUST00000063071	2850	0.5333
ENSMUSG00000003355	Fkbp11	ENSMUST00000003445	603	0.5423
ENSMUSG00000091142	Gm17175	ENSMUST00000172117	537	0.4767
ENSMUSG00000096024	Gm17174	ENSMUST00000178962	633	0.4739
ENSMUSG00000029176	Anapc4	ENSMUST00000031072	2421	0.4362
ENSMUSG00000051853	Arf3	ENSMUST00000053183	543	0.5341
ENSMUSG00000094715	Gm17078	ENSMUST00000167617	633	0.4739
ENSMUSG00000091296	Gm4181	ENSMUST00000170249	552	0.4348
ENSMUSG00000017697	Ada	ENSMUST00000017841	1056	0.5426
ENSMUSG00000092036	Gm2244	ENSMUST00000164372	654	0.4159
ENSMUSG00000093979	Gm2237	ENSMUST00000170694	633	0.425
ENSMUSG00000095024	Gm5458	ENSMUST00000096121	612	0.4183
ENSMUSG00000022996	Wnt10b	ENSMUST00000023732	1167	0.623
ENSMUSG00000000606	Vmn2r88	ENSMUST00000233280	2550	0.3918
ENSMUSG00000043953	Ccrl2	ENSMUST00000111888	1080	0.525
ENSMUSG00000056917	Sipa1	ENSMUST00000169854	3114	0.6204
ENSMUSG00000004842	Pou1f1	ENSMUST00000176038	951	0.4911
ENSMUSG00000027656	Ccn5	ENSMUST00000029188	753	0.6215
ENSMUSG00000021458	Aopep	ENSMUST00000091560	2469	0.516
ENSMUSG00000041130	Zfp598	ENSMUST00000234956	2724	0.6083
ENSMUSG00000028444	Cntfr	ENSMUST00000102961	1116	0.5923
ENSMUSG00000032386	Trip4	ENSMUST00000119245	1743	0.4699
ENSMUSG00000035238	Kcnk15	ENSMUST00000044798	1029	0.6676
ENSMUSG00000029761	Cald1	ENSMUST00000115027	2304	0.5247
ENSMUSG00000035226	Rims4	ENSMUST00000044734	807	0.6035
ENSMUSG00000022179	4931414P19Rik	ENSMUST00000022786	1623	0.5736
ENSMUSG00000022997	Wnt1	ENSMUST00000023734	1110	0.6541
ENSMUSG00000018326	Ywhab	ENSMUST00000018470	738	0.4959
ENSMUSG00000054320	Lrrc36	ENSMUST00000109355	2271	0.5148
ENSMUSG00000059213	Ddn	ENSMUST00000075444	2130	0.6427
ENSMUSG00000022193	Psmb5	ENSMUST00000022803	792	0.5783
ENSMUSG00000067713	Prkag1	ENSMUST00000168846	990	0.496
ENSMUSG00000022707	Gbe1	ENSMUST00000163832	2106	0.4554
ENSMUSG00000072423	Psmb11	ENSMUST00000097177	906	0.5861
ENSMUSG00000059674	Cdh24	ENSMUST00000067784	2343	0.615
ENSMUSG00000007021	Syngr3	ENSMUST00000007236	687	0.6201
ENSMUSG00000054582	Pabpc1l	ENSMUST00000067715	1821	0.5607
ENSMUSG00000019320	Noxo1	ENSMUST00000019464	1047	0.5673
ENSMUSG00000022185	Acin1	ENSMUST00000022793	4014	0.5518
ENSMUSG00000058135	Gstm1	ENSMUST00000126593	732	0.5232
ENSMUSG00000018322	Tomm34	ENSMUST00000109384	927	0.534
ENSMUSG00000040569	Slc26a7	ENSMUST00000042221	1968	0.4604
ENSMUSG00000009047	Krtap13-23	ENSMUST00000238221	648	0.5787
ENSMUSG00000074928	Krtap14	ENSMUST00000189774	501	0.5449
ENSMUSG00000022528	Hes1	ENSMUST00000023171	846	0.6217
ENSMUSG00000048154	Kmt2d	ENSMUST00000178486	16764	0.5945
ENSMUSG00000031393	Mecp2	ENSMUST00000033770	1503	0.5702
ENSMUSG00000023176	Cpn2	ENSMUST00000064856	1641	0.5856
ENSMUSG00000040688	Tbl3	ENSMUST00000126319	2403	0.5676
ENSMUSG00000052316	Lrrc15	ENSMUST00000064606	1737	0.5337
ENSMUSG00000027890	Gstm4	ENSMUST00000029489	654	0.5092
ENSMUSG00000043252	Tmem64	ENSMUST00000062684	1143	0.629
ENSMUSG00000068196	Col8a1	ENSMUST00000089332	2232	0.5829
ENSMUSG00000073889	Il11ra1	ENSMUST00000108041	1296	0.6019
ENSMUSG00000027011	Ube2e3	ENSMUST00000028398	621	0.4589
ENSMUSG00000025956	Mettl21a	ENSMUST00000114079	654	0.4954
ENSMUSG00000035107	Dcbld2	ENSMUST00000046663	2307	0.5137
ENSMUSG00000029413	Naaa	ENSMUST00000113102	1086	0.5543
ENSMUSG00000033533	Acsm1	ENSMUST00000047929	1719	0.5143
ENSMUSG00000014846	Tppp3	ENSMUST00000014990	528	0.5663
ENSMUSG00000070871	Ccnyl1	ENSMUST00000114077	1101	0.4859
ENSMUSG00000079644	Gm1110	ENSMUST00000115261	1905	0.4556
ENSMUSG00000018209	Stk4	ENSMUST00000018353	1461	0.4819
ENSMUSG00000031394	Opn1mw	ENSMUST00000101457	1167	0.5141
ENSMUSG00000036745	Ttll7	ENSMUST00000037942	2736	0.4642
ENSMUSG00000039199	Zdhhc1	ENSMUST00000212303	1452	0.5888
ENSMUSG00000008482	Rnf151	ENSMUST00000008626	717	0.5718
ENSMUSG00000040204	Pclaf	ENSMUST00000045802	330	0.4879
ENSMUSG00000040164	Kcns1	ENSMUST00000045196	1491	0.6633
ENSMUSG00000045005	Fzd5	ENSMUST00000063982	1755	0.6285
ENSMUSG00000062564	Tex28	ENSMUST00000078060	1227	0.4817
ENSMUSG00000044533	Rps2	ENSMUST00000146867	906	0.5762
ENSMUSG00000040154	Wfdc5	ENSMUST00000045127	378	0.5476
ENSMUSG00000022807	Osbpl11	ENSMUST00000232181	2271	0.5046
ENSMUSG00000031969	Acad8	ENSMUST00000120367	1239	0.5295
ENSMUSG00000051344	Plekhm3	ENSMUST00000139649	2283	0.5134
ENSMUSG00000031397	Tktl1	ENSMUST00000010127	1785	0.4695
ENSMUSG00000031891	Hsd11b2	ENSMUST00000034363	1158	0.601
